final_label_mode,final_label_definition,final_label_prevalence,final_model_name,final_model_accuracy,final_model_recall,final_model_precision,final_model_f1,final_model_roc_auc,final_model_pr_auc,interpretability_tradeoff,business_recommendation,final_operating_threshold
gt_7d,LOS > 7 days,0.3309090909090909,random_forest,0.6545454545454545,0.6666666666666666,0.48,0.5581395348837209,0.7252252252252251,0.5282427396423005,Random Forest improves predictive discrimination; Logistic retained for coefficient-level interpretation.,Use gt_7d label and Random Forest for admission-time risk flagging; start with balanced threshold 0.40.,0.4
